t,i
83543213,6
83543793,6
83544342,-7
83545044,-7
83545685,-1
83546356,-1
83546997,-3
83547638,-9
83548370,-9
83549042,5409
83549591,2142
83550140,2142
83550781,2979
83551300,2979
83551880,2078
83552521,2078
83553100,-59
83553802,-15
83554474,-15
83555206,-15
83555816,-15
83556488,-4
83557159,1
83557800,1
83558349,-1
83558960,-1
83559631,5354
83560272,2063
83560791,2063
83561340,2787
83561889,2787
83562500,2155
83563110,2155
83563782,-18
83564392,-212
83565033,-212
83565674,30
83566284,30
83566864,3
83567505,3
83568054,3
83568634,3
83569153,3
83569671,5364
83570282,5364
83570923,2010
83571441,2010
83572021,2638
83572601,2638
83573120,2050
83573730,-25
83574463,-25
83575195,-2
83575897,-2
83576538,-2
83577240,-2
83577881,-2
83578552,-1
83579162,-2
83579773,-2
83580505,5073
83581055,5073
83581604,1836
83582153,2495
83582672,2495
83583191,2162
83583771,2162
83584350,2
83584930,2
83585541,-1
83586273,-1
83586883,-9
83587585,7
83588257,7
83588806,2
83589386,2
83589874,6
83590454,6
83591003,5163
83591583,5163
83592132,1779
83592773,2489
83593353,2489
83593933,2319
83594543,2319
83595184,22
83595733,22
83596374,2
83596985,4
83597565,4
83598175,-3
83598846,-3
83599518,0
83600128,-9
83600830,-9
83601501,5045
83602051,5045
83602600,1680
83603210,2311
83603790,2311
83604339,2309
83604919,2309
83605469,30
83606170,30
83606781,5
83607300,5
83607849,-2
83608520,-2
83609161,-2
83609772,8
83610351,8
83610901,2
83611511,2
83612091,4763
83612701,1628
83613251,1628
83613830,2250
83614380,2250
83614898,2572
83615509,2572
83616058,-2
83616791,-2
83617462,-4
83618133,1
83618683,1
83619232,-12
83619995,-12
83620605,-4
83621338,-9
83622009,-9
83622650,4852
83623260,1582
83623840,1582
83624389,2363
83624908,2363
83625519,3024
83626098,3024
83626678,1
83627197,1
83627838,-3
83628540,-5
83629211,-5
83629883,3
83630432,3
83631012,23
83631592,-33
83632294,-33
83633026,4463
83633636,4463
83634277,1497
83634857,2573
83635467,2573
83636078,3193
83636627,3193
83637146,0
83637695,0
83638275,-11
83638916,-11
83639587,-5
83640289,-10
83640961,-10
83641693,0
83642364,-1
83643005,-1
83643707,4751
83644378,1582
83644928,1582
83645508,2691
83646057,2691
83646667,3361
83647217,3361
83647827,2
83648437,7
83648987,7
83649597,7
83650146,7
83650696,0
83651336,0
83651886,-6
83652496,-6
83653137,-35
83653747,4410
83654388,4410
83654877,1698
83655517,1698
83656128,2695
83656738,2695
83657379,3544
83657898,181
83658447,181
83659027,0
83659637,0
83660156,-3
83660797,-3
83661499,-1
83662140,-10
83662750,-10
83663482,-29
83664276,4229
83664947,4229
83665497,1704
83666107,1704
83666687,2675
83667236,2675
83667755,3630
83668396,304
83668915,304
83669525,21
83670135,21
83670776,-11
83671387,-11
83672088,-14
83672699,-44
83673340,-44
83673981,3
83674621,3
83675201,4632
83675812,1776
83676452,1776
83676941,2738
83677490,2738
83678100,3522
83678711,3522
83679260,547
83679779,547
83680389,4
83680908,4
83681518,9
83682068,-175
83682770,-175
83683471,-155
83684143,-198
83684845,-198
83685577,4388
83686157,4388
83686767,1762
83687347,2708
83687927,2708
83688476,3567
83689178,3567
83689789,703
83690277,703
83690918,-1
83691559,3
83692138,3
83692688,1
83693237,1
83693817,-8
83694519,-8
83695282,6
83695831,4277
83696380,4277
83696930,1878
83697510,1878
83698059,2668
83698669,2668
83699219,3307
83699798,3307
83700348,708
83700928,708
83701538,3
83702179,-21
83702789,-21
83703461,-44
83704193,-184
83704925,-184
83705566,-9
83706238,4311
83706817,4311
83707428,1954
83708008,1954
83708557,2659
83709167,2659
83709686,3541
83710235,3541
83710846,853
83711426,853
83712005,-15
83712768,-289
83713470,-289
83714172,-241
83714783,-39
83715484,-39
83716217,1
83716827,4207
83717438,4207
83717956,1913
83718506,1913
83719116,2563
83719665,2563
83720245,3269
83720825,3269
83721374,869
83721924,869
83722534,-43
83723205,0
83723785,0
83724365,5
83724975,5
83725586,4
83726166,4
83726806,-3
83727478,4142
83728027,4142
83728576,1975
83729156,1975
83729767,2597
83730285,2597
83730865,3244
83731445,3244
83731994,834
83732544,-79
83733276,-79
83733978,4
83734588,4
83735138,-65
83735901,4
83736450,4
83737060,-1
83737671,-1
83738434,3854
83738952,1927
83739502,1927
83740112,2502
83740661,2502
83741272,3101
83741791,3101
83742340,955
83742889,955
83743439,-1
83744171,-51
83744903,-51
83745544,-19
83746277,-3
83747009,-3
83747650,6
83748260,6
83748810,3163
83749328,3163
83749939,2179
83750488,2447
83751190,2447
83751770,2948
83752380,2948
83752899,1037
83753448,1037
83754059,-45
83754761,8
83755279,8
83755920,1
83756531,1
83757110,0
83757660,0
83758240,-4
83758880,2239
83759460,2239
83760040,2479
83760589,2479
83761169,2191
83761688,2191
83762298,2706
83762817,2706
83763367,1117
83763977,1117
83764587,-67
83765259,-5
83765930,-5
83766601,-6
83767303,8
83767853,8
83768432,6
83768951,6
83769592,1380
83770172,1380
83770752,3134
83771362,3134
83771942,2226
83772552,2618
83773193,2618
83773773,1351
83774383,1351
83774902,-1
83775604,-1
83776275,2
83776916,-1
83777557,-1
83778259,-1
83778900,-5
83779602,-5
83780304,-2
83780975,5590
83781524,5590
83782196,2075
83782715,2075
83783356,2567
83783966,2567
83784607,1395
83785217,20
83785766,20
83786346,6
83786926,6
83787475,4
83788025,4
83788605,-1
83789245,-1
83789978,-1
83790680,-5
83791290,-5
83792023,5529
83792572,2064
83793152,2064
83793701,2514
83794281,2514
83794891,1560
83795471,1560
83796051,12
83796600,12
83797180,7
83797760,1
83798340,1
83798919,-5
83799621,-5
83800262,-11
83800903,-11
83801575,7
83802154,5290
83802673,5290
83803375,1836
83803894,1836
83804535,2505
83805115,1793
83805664,1793
83806244,-2
83806915,-2
83807586,-2
83808258,-2
83808990,-4
83809662,-13
83820373,-5
83821045,-3
83821716,-3
83822357,4
83822937,4
83823547,5323
83824188,2030
83824737,2030
83825378,2981
83825928,2981
83826538,2141
83827148,2141
83827759,4
83828369,12
83828979,12
83829529,15
83830139,15
83830688,6
83831207,6
83831817,-12
83832489,-163
83833191,-163
83833862,4943
83834442,4943
83834991,1956
83835602,1956
83836151,2923
83836761,2337
83837341,2337
83837921,-1
83838623,-1
83839386,0
83839905,-3
83840545,-3
83841217,6
83841797,6
83842285,-1
83842987,-1
83843689,-153
83844360,4862
83844940,4862
83845581,2034
83846191,3006
83846771,3006
83847381,2555
83847992,2555
83848602,-3
83849243,-3
83849884,4
83850464,-6
83851196,-6
83851867,-15
83852539,-146
83853241,-146
83853882,55
83854492,55
83855194,5274
83855835,2059
83856384,2059
83856994,3103
83857544,3103
83858185,2618
83858795,1
83859314,1
83859924,-8
83860626,-8
83861206,7
83861816,7
83862457,-130
83863190,-165
83863861,-165
83864563,-214
83865234,5250
83865784,5250
83866333,2014
83866882,2014
83867523,3149
83868133,3149
83868683,2743
83869232,2743
83869781,-4
83870483,5
83871033,5
83871551,-40
83872284,-40
83872986,-2
83873718,-20
83874359,-20
83875061,0
83875732,5117
83876373,5117
83877014,1974
83877594,1974
83878174,3075
83878784,2684
83879394,2684
83879883,0
83880523,0
83881134,3
83881683,3
83882324,-77
83882995,-115
83883667,-115
83884338,-280
83884918,-280
83885620,18
83886169,5097
83886688,5097
83887268,2025
83887817,2025
83888367,3145
83889007,3145
83889587,2909
83890167,2909
83890777,-1
83891418,-2
83892059,-2
83892700,-89
83893371,-89
83894073,-238
83894775,-46
83895477,-46
83896148,3
83896698,5157
83897247,5157
83897796,2015
83898346,2015
83898895,2995
83899536,2995
83900116,2684
83900787,2684
83901336,-22
83902038,-32
83902740,-32
83903473,-10
83904144,-18
83904785,-18
83905456,-2
83906067,-2
83906708,0
83907226,5215
83907745,5215
83908386,1981
83908996,1981
83909546,3107
83910187,3107
83910736,2820
83911377,2820
83911926,-26
83912536,-151
83913299,-151
83913940,-63
83914612,-26
83915252,-26
83915985,-1
83916687,-3
83917297,-3
83918030,5115
83918579,5115
83919159,1899
83919769,1899
83920379,2986
83920990,2689
83921570,2689
83922180,-10
83922851,-10
83923523,-2
83924255,-8
83924957,-8
83925598,13
83926208,5
83926819,5
83927368,13
83927917,13
83928528,5124
83929046,5124
83929596,1897
83930145,1897
83930786,2953
83931366,2953
83931885,2559
83932525,-59
83933136,-59
83933899,-1
83934570,-29
83935272,-29
83935974,1
83936615,1
83937195,-1
83937805,2
83938354,2
83938904,5089
83939514,5089
83940033,1866
83940582,1866
83941192,2702
83941772,2702
83942291,2576
83942871,2576
83943451,-127
83944183,-159
83944916,-159
83945556,-4
83946258,12
83946808,12
83947449,4
83947998,4
83948608,-5
83949249,5116
83949859,5116
83950439,1832
83950989,1832
83951629,2590
83952240,2590
83952850,2310
83953491,-11
83954162,-11
83954895,0
83955505,0
83956024,-4
83956726,-1
83957336,-1
83957947,-1
83958618,-1
83959289,-2
83959991,4905
83960602,4905
83961151,1741
83961700,1741
83962250,2475
83962860,2475
83963440,2417
83964050,-75
83964660,-75
83965393,-1
83965973,-1
83966705,2
83967346,4
83967895,4
83968384,2
83968902,2
83969513,4
83970093,4
83970703,5053
83971283,5053
83971893,1700
83972503,2435
83973083,2435
83973633,2637
83974151,2637
83974701,-56
83975342,-56
83975982,-6
83976623,-3
83977264,-3
83977905,2
83978515,2
83979095,-18
83979828,-8
83980530,-8
83981232,4774
83981781,4774
83982361,1609
83982940,2388
83983551,2388
83984192,2605
83984772,2605
83985290,-4
83985992,-4
83986694,4
83987243,9
83987793,9
83988342,0
83988922,0
83989471,-1
83990173,-1
83990814,7
83991455,4797
83991943,4797
83992523,1595
83993133,1595
83993744,2288
83994385,2288
83994995,2869
83995575,-10
83996246,-10
83996918,3
83997497,3
83998199,-3
83998871,-21
83999512,-21
84000122,-8
84000763,-8
84001465,7
84002014,4572
84002594,4572
84003143,1615
84003753,1615
84004394,2397
84005005,3201
84005585,3201
84006164,-14
84006836,-14
84007568,-2
84008240,-1
84008880,-1
84009582,0
84010223,0
84010742,15
84011383,14
84011993,14
84012604,3812
84013153,3812
84013794,-4
84014526,-28
84015167,-28
84015869,15
84016449,15
84016998,-7
84017700,1
84018219,1
84018829,-5
84019531,-5
84020141,-13
84020782,1
84021301,1
84021881,0
84022552,0
84023193,6
84023742,6
84024444,-2
84025207,-3
84025909,-3
84026550,-5
84027221,-7
84027893,-7
84028625,2
84029144,2
84029724,3
84030243,-7
84030945,-7
84031647,1
84032287,1
84032867,-18
84033539,-61
84034271,-61
84034942,-60
84035614,4
84036163,4
84036682,3
84037231,3
84037781,-1
84038452,-1
84039093,-4
84039734,-5
84040466,-5
84041229,-10
84041900,-25
84042602,-25
84043304,-125
84043976,-225
84044708,-225
84045440,-3
84046112,11
84046692,11
84047272,3
84047821,3
84048340,-3
84049011,-3
84049774,9
84050384,8
84050995,8
84051605,5
84052185,5
84052795,-89
84053497,-84
84054169,-84
84054779,-13
84055481,-2
84056152,-2
84056763,-14
84057464,-14
84058227,-5
84058929,-9
84059570,-9
84060242,-2
84060852,0
84071472,6
84072082,6
84072632,-35
84073334,-35
84074035,9
84074585,-35
84075378,-35
84076080,2
84076599,0
84077148,0
84077789,2
84078338,2
84078918,-3
84079620,-3
84080292,-7
84080963,0
84081512,0
84082062,-35
84082825,-143
84083465,-143
84084198,-281
84084839,-281
84085510,-57
84086151,4
84086700,4
84087250,-4
84087890,-4
84088562,-5
84089264,8
84089844,8
84090454,-1
84091186,-1
84091888,-20
84092560,-194
84093262,-194
84093902,-181
84094604,-105
84095337,-105
84095978,-6
84096618,-3
84097259,-3
84097900,-3
84098602,-3
84099273,-14
84100006,-12
84100677,-12
84101349,-4
84102020,-48
84102722,-48
84103363,-17
84104034,-21
84104797,-21
84105499,-1
84106201,-9
84106903,-9
84107544,1
84108063,1
84108673,-8
84109375,-6
84110077,-6
84110687,20
84111206,3
84111786,3
84112366,-299
84113006,-299
84113678,-208
84114349,-208
84114960,-103
84115600,7
84116272,7
84116852,1
84117462,1
84118042,1
84118591,-3
84119232,-3
84119842,-1
84120575,-1
84121246,-5
84121979,16
84122589,16
84123199,-24
84123810,-24
84124542,-248
84125274,-74
84125946,14
84126526,14
84127075,7
84127624,7
84128204,7
84128784,7
84129364,3
84129944,3
84130585,-1
84131256,-6
84131988,-6
84132629,-64
84133240,-64
84133911,-341
84134613,-155
84135315,-155
84135925,-4
84136566,-1
84137268,-1
84138061,-4
84138733,-9
84139496,-9
84140289,-2
84140930,-7
84141601,-7
84142273,-52
84142914,-74
84143585,-74
84144287,-219
84144958,-88
84145660,-88
84146454,-4
84147156,2
84147796,2
84148346,6
84148895,6
84149505,7
84150024,7
84150635,1
84151214,-9
84151916,-9
84152618,-13
84153351,-20
84154053,-20
84154693,-4
84155395,-4
84156006,-3
84156677,-4
84157379,-4
84158081,0
84158600,-13
84159241,-13
84159912,-7
84160522,-7
84161224,-2
84161926,-7
84162567,-7
84163269,-85
84163910,-136
84164612,-136
84165283,-10
84166046,-2
84166687,-2
84167389,2
84167908,2
84168548,-3
84169159,-4
84169830,-4
84170532,8
84171203,-1
84171875,-1
84172577,-69
84173279,-69
84173981,-188
84174713,-59
84175384,-59
84176025,1
84176575,5
84177185,5
84177765,1
84178375,1
84179046,-4
84179687,-2
84180298,-2
84181000,-6
84181701,-134
84182373,-134
84183014,-116
84183655,-116
84184357,-195
84184967,4
84185516,4
84186096,2
84186706,2
84187256,-7
84187927,-7
84188629,-3
84189392,1
84189911,1
84190460,6
84191040,6
84191559,-17
84192261,-249
84192962,-249
84193634,-239
84194305,-239
84195038,-27
84195679,-11
84196350,-11
84196930,-4
84197571,4
84198150,4
84198700,-30
84199341,-30
84200012,-7
84200653,16
84201233,16
84201843,-10
84202575,-10
84203247,-53
84203979,-1
84204651,-1
84205353,-14
84206024,-1
84206787,-1
84207489,9
84208099,1
84208648,1
84209167,10
84209686,10
84210388,15
84210937,15
84211487,24
84212036,24
84212616,-198
84213226,-198
84213928,-235
84214569,-144
84215271,-144
84215912,-17
84216583,0
84217193,0
84217773,-3
84218475,-3
84219177,-3
84219787,-2
84220489,-2
84221130,6
84221680,-4
84222473,-4
84223175,-94
84223846,-273
84224518,-273
84225159,-70
84225830,-70
84226532,13
84227142,-5
84227814,-5
84228454,6
84229034,32
84229584,32
84230194,9
84230774,9
84231293,5
84231933,5
84232483,-228
84233185,-228
84233856,-154
84234588,-25
84235260,-25
84235931,-4
84236603,-4
84237274,-4
84238006,0
84238586,-4
84239227,-4
84239929,-8
84240600,0
84241180,0
84241730,-45
84242492,-45
84243286,-92
84243957,-228
84244598,-228
84245361,-66
84246033,2
84246643,2
84247162,-1
84247803,-1
84248474,0
84249023,7
84249603,7
84250183,-4
84250824,-4
84251495,-10
84252228,-9
84252838,-9
84253479,-71
84254211,-71
84254822,-21
84255554,4
84256134,4
84256805,-4
84257446,1
84257934,1
84258453,1
84259064,-6
84259796,-3
84260498,-3
84261291,-3
84262054,-32
84262695,-225
84263367,-225
84264038,-324
84264679,-324
84265350,-48
84265961,-2
84266601,-2
84267303,3
84267883,3
84268463,-5
84269134,-2
84269897,-2
84270569,-3
84271301,-5
84271972,-5
84272613,-248
84273254,-242
84273926,-242
84274566,-111
84275268,-111
84275940,-12
84276642,1
84277191,1
84277771,-7
84278534,-14
84279144,-14
84279785,-4
84280517,-4
84281128,7
84281738,-57
84282501,-57
84283264,-50
84283966,-72
84284607,-72
84285370,4
84285950,-14
84286590,-14
84287292,0
84287842,0
84288391,-4
84289032,-1
84289673,-1
84290375,6
84290954,6
84291534,-19
84292175,-165
84292785,-165
84293457,-193
84294098,-193
84294739,-191
84295471,-2
84296234,-2
84296936,-4
84297577,0
84298157,0
84298675,-15
84299469,-15
84300110,-8
84300781,0
84301300,0
84301880,0
84302460,0
84302978,-16
84303619,-16
84304382,23
84304992,-1
84305664,-1
84306366,-10
84307068,1
84307648,1
84308166,-2
84308777,-2
84309479,18
84310028,20
84310608,20
84311188,12
84311737,12
84312378,-42
84313080,-42
84313690,-330
84314392,-115
84315033,-115
84315643,19
84316162,19
84316681,-3
84317383,1
84317993,1
84318603,-2
84319214,-2
84319885,-4
84320587,-1
84321258,-1
84321930,-11
84322571,-11
84323273,-118
84324005,-191
84324707,-191
84325348,-43
84326019,6
84326599,6
84327179,5
84327789,5
84328369,1
84329010,20
84329620,20
84330139,15
84330810,15
84331360,-16
84332031,-16
84332672,-30
84333374,-50
84334076,-50
84334839,-8
84335541,-4
84336273,-4
84336914,-2
84337616,-4
84338287,-4
84338959,3
84339508,-10
84340301,-10
84340912,-30
84341614,-17
84342346,-17
84342956,-218
84343628,-218
84344360,-202
84345032,-18
84345672,-18
84346374,5
84346985,-5
84347656,-5
84348358,0
84348907,0
84349396,-2
84350036,-8
84350647,-8
84351257,0
84351806,0
84352356,-51
84353027,-51
84353760,-41
84354492,-10
84355285,7
84355865,7
84356445,10
84356964,10
84357605,-2
84358276,-2
84358948,-14
84359558,-11
84360260,-11
84360992,-11
84361664,-50
84362366,-50
84362945,-218
84363617,-218
84364319,-189
84364898,-56
84365631,-56
84366302,3
84366943,5
84367523,5
84368133,2
84368744,2
84369385,-2
84370086,-2
84370697,-2
84371338,-2
84372040,-2
84372680,-367
84373382,-239
84374023,-239
84374664,-190
84375458,-12
84376190,-12
84376922,1
84377472,1
84378082,1
84378692,-4
84379364,-4
84380005,-11
84380646,-12
84381347,-12
84381958,-35
84382629,-36
84383301,-36
84384002,-9
84384704,-9
84385437,-17
84386169,7
84386688,7
84387237,0
84387848,0
84388367,17
84388916,17
84389465,-4
84390198,14
84390747,14
84391479,5
84392029,5
84392578,-97
84393219,-118
84393921,-118
84394623,-102
84395233,22
84395782,22
84396362,0
84396911,0
84397522,0
84398102,0
84398651,-16
84399261,-16
84399933,-5
84400574,-2
84401275,-2
84402008,6
84402588,6
84403168,-40
84403869,-2
84404571,-2
84405243,-83
84405914,9
84406463,9
84407074,1
84407593,1
84408172,-2
84408844,-2
84409515,0
84410065,-3
84410675,-3
84411377,1
84411957,1
84412567,-37
84413177,-109
84413788,-109
84414490,-17
84415161,-17
84415771,-7
84416534,-4
84417145,-4
84417816,-1
84418518,0
84419067,0
84419678,1
84420288,1
84420868,-4
84421539,-5
84422241,-5
84422943,-204
84423584,-204
84424255,-202
84425018,-73
84425659,-73
84426361,-7
84427002,-1
84427704,-1
84428375,-3
84429046,2
84429596,2
84430145,8
84430755,8
84431366,-2
84431976,-2
84432617,0
84433166,-92
84433777,-92
84434479,13
84435028,13
84435608,-1
84436279,-1
84436981,-1
84437713,-3
84438385,-9
84439087,-9
84439697,-4
84440430,-4
84441101,-4
84441833,-12
84442444,-12
84443085,-148
84443695,-313
84444366,-313
84445038,-109
84445801,-1
84446472,-1
84447143,-11
84447815,-11
84448578,-10
84449280,5
84449859,5
84450470,-5
84451141,-2
84451782,-2
84452484,-28
84453277,-51
84454010,-51
84454651,-68
84455353,8
84455902,8
84456390,-8
84457062,-8
84457702,-2
84458343,-2
84459015,-8
84459656,-4
84460388,-4
84461029,-1
84461639,-19
84462250,-19
84462951,-221
84463592,-221
84464264,-311
84465027,-64
84465668,-64
84466369,1
84466919,-3
84467621,-3
84468292,-4
84468963,-10
84469604,-10
84470337,5
84470917,5
84471527,32
84472198,-85
84472809,-85
84473541,-142
84474182,-129
84474884,-129
84475525,-12
84476288,-6
84476959,-6
84477630,-2
84478271,-2
84478943,2
84479523,-13
84480163,-13
84480865,7
84481445,7
84481994,-7
84482635,4
84483185,4
84483734,-37
84484344,-37
84484985,-10
84485626,-10
84486389,3
84486999,10
84487610,10
84488159,10
84488800,10
84489349,-6
84489929,6
84490509,6
84491150,-12
84491791,-12
84492492,-130
84493164,-449
84493866,-449
84494568,-89
84495209,9
84495819,9
84496338,-4
84496948,-4
84497589,-1
84498199,-1
84498901,-7
84499542,-2
84500274,-2
84501007,0
84501587,-4
84502258,-4
84502930,-20
84503570,-227
84504272,-227
84505066,-106
84505768,-13
84506500,-13
84507294,-1
84507965,-2
84508667,-2
84509369,7
84510010,-10
84510711,-10
84511444,-10
84512146,-97
84512848,-97
84513489,-356
84514221,-10
84514831,-10
84515503,-3
84516235,-4
84516846,-4
84517486,-5
84518219,-5
84518860,0
84519440,-2
84520172,-2
84520782,-18
84521454,-26
84522095,-26
84522796,-109
84523468,-109
84524109,-284
84524719,-7
84525390,-7
84526031,21
84526611,21
84527160,-2
84527832,0
84528381,0
84528930,9
84529480,9
84530090,-7
84530792,-7
84531494,-13
84532287,-50
84532959,-50
84533691,-19
84534363,-50
84535034,-50
84535675,6
84536285,5
84536865,5
84537384,5
84537933,5
84538544,-9
84539215,-9
84539825,-4
84540527,-7
84541199,-7
84541839,-6
84542572,-30
84543243,-30
84543915,-49
84544586,-49
84545257,-78
84545959,8
84546539,8
84547149,-6
84547790,-2
84548462,-2
84549164,-2
84549774,-2
84550506,-2
84551147,-2
84551788,-2
84552551,-14
84553253,-196
84553924,-196
84554565,14
84555176,-8
84555847,-8
84556488,1
84557220,1
84557739,-2
84558471,-6
84559112,-6
84559753,-5
84560486,4
84561035,4
84561584,-11
84562256,-11
84562958,-52
84563598,-4
84564300,-4
84564911,-8
84565582,-8
84566284,-2
84567016,1
84567596,1
84568146,-2
84568847,-11
84569549,-11
84570282,10
84570953,3
84571594,3
84572082,-55
84572815,-55
84573486,-176
84574158,-109
84574859,-109
84575470,3
84576050,3
84576599,1
84577148,1
84577759,-4
84578491,-9
84579162,-9
84579834,3
84580383,-1
84581085,-1
84581695,-2
84582367,-2
84582947,-10
84583587,4
84584198,4
84584808,-2
84585510,-2
84586304,0
84586914,6
84587524,6
84588043,1
84588623,1
84589203,17
84589752,17
84590454,13
84591034,1
84591553,1
84592163,-18
84592926,-18
84593567,-73
84594208,37
84594818,37
84595337,-9
84596008,-9
84596649,6
84597229,-1
84597931,-1
84598602,-2
84599273,-2
84600006,-4
84600647,-1
84601349,-1
84602051,-4
84602783,-158
84603546,-136
84604278,-136
84605011,-90
84605652,-2
84606354,-2
84607025,0
84607605,0
84608185,5
84608764,5
84609375,6
84610016,5
84610596,5
84611206,-9
84611877,-9
84612549,-23
84613251,-58
84613983,-58
84614624,-23
84615295,2
84615814,2
84616394,-2
84617065,-2
84617706,-1
84618347,-5
84618957,-5
84619629,-1
84620239,-1
84620910,-9
84621643,-15
84622284,-15
84622986,-76
84623718,-256
84624450,-256
84625122,-69
84625793,0
84626373,0
84626922,-10
84627624,-10
84628326,4
84628845,0
84629394,0
84629913,4
84630462,4
84631042,1
84631653,1
84632171,0
84632690,0
84633301,-41
84634002,-41
84634704,69
84635284,-1
84635956,-1
84636627,-1
84637268,1
84637848,1
84638367,-8
84638977,-8
84639618,-7
84640381,1
84640961,1
84641479,-1
84642151,-1
84642761,-173
84643493,-240
84644165,-240
84644836,-159
84645508,-159
84646210,9
84646728,-1
84647369,-1
84648041,-8
84648956,2
84649536,2
84650055,-4
84650696,-4
84651459,-5
84652099,-66
84652801,-66
84653503,-284
84654175,-175
84654877,-175
84655548,6
84656097,6
84656647,-2
84657287,1
84657837,1
84658386,-6
84659057,-6
84659668,-12
84660431,-15
84661194,-15
84661835,-13
84662506,-17
84663299,-17
84663971,-33
84664673,3
84665283,3
84665893,-2
84666534,-2
84667297,1
84667938,-1
84668579,-1
84669281,-1
84670013,13
84670624,13
84671203,6
84671814,6
84672363,6
84672943,-220
84673584,-220
84674194,-187
84674927,-187
84675628,18
84676239,-7
84676941,-7
84677582,-8
84678284,-15
84679016,-15
84679687,-5
84680389,-1
84681030,-1
84681671,-2
84682434,-16
84683105,-16
84683838,-76
84684509,2
84685119,2
84685638,-7
84686249,-7
84686920,5
84687469,5
84687988,4
84688537,4
84689087,17
84689697,17
84690277,13
84690857,-3
84691559,-3
84692291,-38
84692962,8
84693512,8
84694061,-203
84694702,-203
84695495,-10
84696167,-1
84696838,-1
84697510,-2
84698181,-2
84698791,-2
84699463,-3
84700104,-3
84700744,5
84701385,-13
84702148,-13
84702789,-64
84703461,-159
84704101,-159
84704803,-103
84705475,-103
84706116,-29
84706787,-8
84707519,-8
84708313,2
84708893,15
84709472,15
84710022,26
84710632,26
84711212,3
84711792,3
84712341,-38
84712951,-49
84713623,-49
84714294,-7
84715027,12
84715637,12
84716156,0
84716705,0
84717346,0
84717895,0
84718445,0
84718963,0
84719513,-6
84720184,-6
84720886,1
84721527,7
84722107,7
84722656,-174
84723297,-174
84723999,-242
84724640,-119
84725281,-119
84725952,3
84726501,3
84727203,-8
84727936,-12
84728576,-12
84729278,-1
84729919,-6
84730621,-6
84731384,4
84731872,-16
84732605,-16
84733368,-2
84734039,-66
84734680,-66
84735382,30
84736023,30
84736633,-5
84737243,-3
84737945,-3
84738617,-2
84739288,5
84739868,5
84740448,-3
84741211,-3
84741821,20
84742370,-60
84743042,-60
84743713,-29
84744415,-29
84745025,-70
84745666,-1
84746246,-1
84746857,-1
84747589,-1
84748260,0
84748779,0
84749389,0
84749939,8
84750549,8
84751129,-13
84751831,-126
84752533,-126
84753204,-271
84753845,-271
84754547,-200
84755249,16
84755859,16
84756439,-3
84757202,-2
84757873,-2
84758545,-8
84759155,-8
84759765,5
84760376,5
84760925,5
84761535,-7
84762207,-7
84762848,3
84763428,-38
84764190,-38
84764892,-24
84765533,0
84766083,0
84766693,-4
84767364,-4
84767975,-1
84768616,-1
84769378,13
84769928,16
84770538,16
84771148,26
84771698,26
84772247,-144
84772949,-292
84773590,-292
84774261,-135
84774933,-135
84775604,9
84776214,-1
84776855,-1
84777496,-4
84778290,0
84778930,0
84779541,-2
84780212,-2
84780884,1
84781463,8
84781982,8
84782532,-27
84783203,-27
84783844,-36
84784485,-10
84785095,-10
84785705,13
84786224,13
84786835,-1
84787506,-1
84788238,-10
84788849,1
84789459,1
84789978,8
84790527,8
84791046,-3
84791778,-3
84792511,-7
84793304,-111
84793976,-31
84794678,-31
84795379,5
84795929,5
84796570,-2
84797241,-1
84797943,-1
84798584,-1
84799255,1
84799835,1
84800384,8
84800964,8
84801513,0
84802063,0
84802612,-66
84803284,-66
84803955,-130
84804626,-41
84805267,-41
84805908,13
84806549,2
84807159,2
84807678,-10
84808441,-10
84809112,3
84809631,3
84810211,11
84810760,1
84811279,1
84811828,-3
84812530,-3
84813293,-58
84813965,0
84814544,0
84815094,24
84815643,24
84816162,1
84816772,1
84817383,-1
84818146,4
84818695,4
84819336,-20
84819977,-20
84820617,-2
84821228,-2
84821930,14
84822540,-133
84823242,-133
84823944,-187
84824585,-102
84825256,-102
84825958,6
84826507,1
84827209,1
84827759,-1
84828491,-1
84829132,3
84829651,3
84830200,-1
84830871,-1
84831573,-1
84832245,-12
84832916,-161
84833618,-161
84834289,-182
84835083,22
84835693,22
84836273,4
84836792,4
84837372,-6
84837951,-6
84838623,-10
84839294,-5
84840027,-5
84840698,-1
84841369,5
84841888,5
84842529,-99
84843200,-99
84843841,-187
84844574,-19
84845245,-19
84845917,-12
84846649,3
84847229,3
84847839,1
84848388,1
84848999,5
84849579,5
84850159,4
84850738,2
84851257,2
84851806,-63
84852508,-63
84853149,-205
84853882,-156
84854523,-156
84855163,22
84855743,22
84856262,-7
84856933,-7
84857574,-8
84858246,-4
84858856,-4
84859527,-1
84860199,0
84860840,0
84861358,5
84861908,5
84862549,-2
84863220,-2
84863922,0
84864532,-20
84865204,-20
84865845,16
84866394,16
84867035,2
84867584,-1
84868255,-1
84868927,5
84869507,5
84870056,1
84870636,1
84871185,5
84871704,5
84872375,-73
84872986,-317
84873627,-317
84874359,-62
84875030,13
84875580,13
84876190,-8
84876800,-8
84877472,3
84878052,-3
84878692,-3
84879394,0
84879944,0
84880462,-3
84881225,-8
84881958,-8
84882629,-64
84883301,-64
84883941,-115
84884582,-7
84885284,-7
84885925,-7
84886596,-3
