t,i
1505157,-132
1505859,-132
1506530,-134
1507293,-71
1507873,-71
1508545,13
1509063,13
1509643,1
1510162,1
1510711,-1
1511413,3
1512024,3
1512573,2
1513183,2
1513794,14
1514404,-1
1515045,-1
1515655,-25
1516388,-25
1517059,-32
1517730,-5
1518402,-5
1519104,1
1519653,-4
1520324,-4
1521026,1
1521728,1
1522399,-3
1523071,-5
1523742,-5
1524383,-23
1525085,-93
1525787,-93
1526458,-267
1527130,-301
1527740,-301
1528442,12
1528961,12
1529571,3
1530181,3
1530761,3
1531372,-2
1532135,-2
1532806,-2
1533477,-6
1534210,-6
1534851,-17
1535522,-13
1536132,-13
1536804,-173
1537445,-173
1538086,13
1538635,18
1539154,18
1539733,10
1540313,10
1540924,-9
1541595,-9
1542236,-4
1542938,-17
1543609,-17
1544311,-18
1544982,-139
1545715,-139
1546356,-150
1546966,-36
1547760,-36
1548461,-4
1549041,-4
1549774,-5
1550476,-2
1551178,-2
1551818,-1
1552490,-1
1553192,-1
1553802,4
1554321,4
1554901,-64
1555572,-146
1556213,-146
1556854,-220
1557586,-1
1558227,-1
1558868,3
1559478,3
1560089,0
1560760,-4
1561462,-4
1562194,-5
1562927,-2
1563568,-2
1564239,-12
1565002,-8
1565643,-8
1566284,-26
1566864,-26
1567535,-3
1568176,-2
1568939,-2
1569580,3
1570098,0
1570648,0
1571228,19
1571807,19
1572418,19
1572937,19
1573547,-3
1574249,-3
1574981,-77
1575653,-267
1576385,-267
1577087,-201
1577758,-17
1578399,-17
1579071,-1
1579742,4
1580291,4
1580902,0
1581451,0
1582092,-4
1582794,2
1583313,2
1583923,-2
1584533,-2
1585205,-9
1585907,-184
1586578,-184
1587188,-106
1588012,3
1588531,3
1589050,2
1589660,2
1590149,5
1590698,5
1591308,-2
1591949,-2
1592620,-5
1593383,-4
1594055,-4
1594757,9
1595275,9
1595916,-347
1596588,-67
1597229,-67
1597869,-2
1598571,-4
1599182,-4
1599823,-4
1600463,-4
1601196,-3
1601928,-7
1602630,-7
1603332,-16
1603942,-2
1604583,-2
1605316,-80
1605957,-190
1606628,-190
1607299,-31
1608001,-4
1608673,-4
1609314,7
1609893,7
1610473,6
1611084,6
1611724,8
1612365,-6
1613037,-6
1613769,2
1614288,2
1614898,-33
1615631,-2
1616333,-2
1617004,-122
1617614,-7
1618316,-7
1618927,0
1619537,0
1620086,-7
1620758,-4
1621368,-4
1622100,-12
1622833,5
1623382,5
1623901,-11
1624572,-11
1625183,-149
1625946,-360
1626709,-360
1627410,-237
1628082,12
1628631,12
1629180,-5
1629913,-5
1630584,-1
1631225,-2
1631988,-2
1632721,-5
1633422,-4
1634033,-4
1634735,-13
1635376,-64
1636138,-64
1636932,-130
1637603,-42
1638305,-42
1638977,4
1639587,-4
1640289,-4
1640960,-5
1641693,-7
1642334,-7
1643005,-15
1643615,-15
1644287,-12
1645019,-52
1645629,-52
1646240,-41
1646850,-41
1647552,-101
1648223,-4
1649017,2
1649536,2
1650055,-2
1650665,-2
1651306,-3
1651977,-3
1652618,-9
1653289,10
1653869,10
1654480,-12
1655151,-12
1655761,-138
1656433,-172
1657043,-172
1657745,6
1658325,6
1658905,6
1659454,6
1660095,0
1660675,2
1661193,2
1661773,-9
1662414,-9
1663086,-2
1663818,-4
1664459,-4
1665039,7
1665618,7
1666198,-46
1666870,-25
1667572,-25
1668243,-5
1669006,3
1669525,3
1670074,1
1670623,1
1671234,3
1671814,3
1672393,18
1673034,18
1673584,-2
1674194,-2
1674896,-62
1675537,-338
1676178,-338
1676940,-133
1677581,-28
1678222,-28
1678985,12
1679565,-2
1680175,-2
1680908,-1
1681518,-1
1682159,3
1682800,-2
1683441,-2
1684051,-2
1684753,-1
1685394,-1
1686065,-105
1686706,-105
1687408,-180
1688110,8
1688720,8
1689300,-1
1690002,-1
1690643,2
1691162,17
1691711,17
1692230,20
1692871,20
1693481,3
1694091,3
1694702,-75
1695404,-218
1696106,-218
1696777,-137
1697418,-3
1698028,-3
1698730,-3
1699432,-3
1700134,-2
1700744,-2
1711151,15
1711700,15
1712219,8
1712890,8
1713470,-3
1714233,-9
1714996,-9
1715667,-29
1716369,-2
1716980,-2
1717681,-30
1718383,-30
1719085,9
1719635,1
1720245,1
1720794,-2
1721466,-2
1722198,-8
1722900,-5
1723541,-5
1724182,1
1724762,-103
1725402,-103
1726074,-239
1726806,-239
1727508,-186
1728149,-8
1728820,-8
1729522,1
1730041,-4
1730774,-4
1731414,3
1731964,3
1732513,-2
1733306,8
1733917,8
1734466,-170
1735199,-170
1735900,-180
1736541,-93
1737182,-93
1737945,-46
1738555,11
1739105,11
1739654,-6
1740295,-6
1740875,-12
1741577,-13
1742187,-13
1742950,-8
1743591,-8
1744232,-7
1744873,-122
1745575,-122
1746185,-36
1746948,-23
1747650,-23
1748321,-7
1749023,0
1749633,0
1750213,-4
1750915,-4
1751525,1
1752044,1
1752655,15
1753234,-3
1753936,-3
1754669,-56
1755279,-168
1755859,-168
1756530,-187
1757202,-187
1757873,-16
1758514,11
1759033,11
1759552,-3
1760162,-3
1760803,-2
1761444,-2
1762207,-10
1762909,-12
1763580,-12
1764190,1
1764770,-14
1765441,-14
1766052,23
1766662,23
1767242,16
1767791,16
1768432,1
1768982,13
1769531,13
1770111,4
1770660,4
1771209,9
1771759,9
1772308,1
1772918,1
1773468,13
1774108,13
1774688,3
1775207,3
1775756,-12
1776428,-37
1777099,-37
1777771,-12
1778411,3
1778991,3
1779571,1
1780090,1
1780761,-5
1781494,-5
1782287,-7
1782928,-5
1783569,-5
1784240,-16
1784973,-62
1785614,-62
1786254,-82
1786987,-131
1787689,-131
1788330,18
1788909,-5
1789550,-5
1790191,1
1790741,1
1791290,2
1791870,2
1792450,3
1793121,-1
1793762,-1
1794464,2
1795105,2
1795776,-5
1796447,0
1796966,0
1797576,15
1798095,15
1798706,-2
1799316,-2
1799987,1
1800567,-5
1801178,-5
1801910,-2
1802551,-2
1803222,-2
1803955,0
1804565,0
1805084,-67
1805847,-411
1806518,-411
1807159,-105
1807861,-17
1808532,-17
1809234,-1
1809967,-10
1810607,-10
1811279,24
1811920,24
1812500,-1
1813201,-1
1813903,-1
1814544,-11
1815185,-9
1815918,-9
1816589,-9
1817291,-9
1818023,-94
1818634,4
1819213,4
1819824,2
1820404,2
1821014,-8
1821685,-1
1822326,-1
1822998,-2
1823700,7
1824279,7
1824859,-107
1825592,-107
1826294,-179
1826873,-205
1827575,-205
1828277,-13
1829010,8
1829559,8
1830108,-1
1830810,-1
1831512,6
1832031,4
1832580,4
1833099,-11
1833831,-11
1834472,-80
1835174,-333
1835846,-333
1836578,-45
1837280,-45
1837860,-28
1838531,-3
1839141,-3
1839813,1
1840393,1
1841003,-1
1841644,-9
1842315,-9
1842987,-8
1843658,2
1844146,2
1844726,-3
1845398,-3
1846099,-8
1846801,-107
1847473,-107
1848205,4
1848724,4
1849365,-1
1850036,-1
1850708,-1
1851409,-4
1852111,7
1852661,7
1853241,0
1853881,0
1854492,19
1855102,19
1855774,-39
1856475,-172
1857177,-172
1857940,-45
1858581,0
1859161,0
1859710,1
1860229,1
1860870,1
1861511,-15
1862213,-15
1862854,-2
1863525,-2
1864227,6
1864868,-51
1865570,-51
1866241,-14
1866973,-116
1867645,-116
1868316,-8
1868957,13
1869537,13
1870056,0
1870636,0
1871215,1
1871826,1
1872406,3
1872985,3
1873535,2
1874084,-17
1874694,-17
1875305,-57
1876007,-57
1876648,-205
1877380,5
1877899,5
1878540,7
1879058,7
1879638,-2
1880310,-2
1881012,-3
1881622,-7
1882293,-7
1883026,-9
1883636,-2
1884307,-2
1885009,-97
1885711,-158
1886444,-158
1887054,-142
1887786,-1
1888427,-1
1889038,5
1889648,5
1890258,0
1890869,0
1891449,13
1892120,1
1892669,1
1893280,0
1893798,0
1894317,-13
1894989,-13
1895629,-26
1896331,-7
1897003,-7
1897674,-15
1898284,-15
1899017,4
1899536,-1
1900207,-1
1900909,-3
1901550,-13
1902191,-13
1902954,-9
1903595,2
1904144,2
1904754,-50
1905426,-50
1906097,-211
1906707,-162
1907379,-162
1908142,-23
1908935,9
1909454,9
1910003,-1
1910675,-1
1911377,-1
1912139,4
1912780,4
1913330,-1
1914001,-1
1914733,0
1915283,-50
1916015,-50
1916717,-150
1917419,3
1917999,3
1918518,8
1919036,8
1919586,-1
1920227,-1
1920959,-5
1921630,-8
1922393,-8
1923034,-11
1923706,-10
1924438,-10
1925140,-144
1925750,-131
1926483,-131
1927185,-16
1927948,-1
1928588,-1
1929229,-4
1929931,6
1930450,6
1931121,-2
1931762,-2
1932403,0
1933013,-2
1933624,-2
1934387,15
1934967,15
1935607,-242
1936279,-151
1936950,-151
1937622,-6
1938293,8
1938934,8
1939544,-5
1940277,-5
1940979,-12
1941619,-4
1942230,-4
1942993,-4
1943695,-9
1944366,-9
1945037,-4
1945739,-51
1946380,-51
1947052,-17
1947784,1
1948333,1
1948913,0
1949462,0
1950103,4
1950683,4
1951294,9
1951934,11
1952484,11
1953125,8
1953674,8
1954193,-13
1954925,-13
1955566,-278
1956176,-223
1956848,-223
1957519,-16
1958190,-16
1958892,4
1959472,0
1959991,0
1960540,-5
1961181,-5
1961944,-3
1962585,-12
1963226,-12
1963928,-3
1964569,-14
1965149,-14
1965789,-3
1966400,-3
1967163,-96
1967804,-2
1968444,-2
1969177,-6
1969818,-4
1970520,-4
1971191,-5
1972015,4
1972534,4
1973114,-5
1973815,-5
1974456,24
1975067,-129
1975677,-129
1976379,-41
1976959,-41
1977630,-79
1978241,1
1978881,1
1979461,-2
1980194,-2
1980957,-6
1981659,-5
1982360,-5
1983062,-8
1983734,-9
1984375,-9
1985076,-19
1985778,-186
1986480,-186
1987182,-169
1987945,-7
1988586,-7
1989288,-4
1989868,0
1990417,0
1991027,4
1991577,4
1992157,-8
1992920,-8
1993530,-13
1994140,-7
1994873,-7
1995513,-23
1996154,-22
1996917,-22
1997589,-2
1998230,-6
1999023,-6
1999633,0
2000274,0
2000854,-1
2001556,-8
2002258,-8
2002960,-12
2003631,-1
2004303,-1
2005004,-96
2005645,-142
2006317,-142
2007019,-160
2007659,-160
2008300,0
2008850,3
2009430,3
2009979,1
2010589,1
2011200,4
2011779,4
2012298,-5
2012970,1
2013549,1
2014099,-8
2014770,-8
2015503,-51
2016174,-138
2016815,-138
2017486,-49
2018158,-49
2018798,-3
2019470,-1
2020294,-1
2020904,-15
2021545,-8
2022277,-8
2022979,-5
2023651,-9
2024292,-9
2024871,-36
2025543,-137
2026184,-137
2026947,-107
2027587,-107
2028259,-3
2028961,-1
2029632,-1
2030334,-7
2031005,-7
2031707,-7
2032440,-3
2033050,9
2033660,9
2034240,-4
2034973,-4
2035614,-298
2036407,-141
2037078,-141
2037780,-80
2038482,-8
2039184,-8
2039886,-7
2040588,-5
2041229,-5
2041961,-7
2042755,-5
2043457,-4
2044067,-4
2044738,-7
2045379,-7
2046081,-40
2046783,-9
2047485,-9
2048187,-6
2048950,5
2049560,5
2050109,1
2050689,1
2051208,-7
2051940,19
2052459,19
2053131,6
2053680,6
2054229,-16
2055023,-118
2055786,-118
2056427,-9
2057098,-9
2057800,-12
2058471,-6
2059173,-6
2059967,1
2060577,-31
2061279,-31
2061889,-3
2062530,-8
2063232,-8
2063964,-1
2064636,-33
2065368,-33
2065979,-102
2066650,-132
2067260,-132
2067993,-8
2068725,0
2069274,0
2069824,2
2070434,2
2070983,-1
2071655,-1
2072296,-2
2073028,-15
2073638,-15
2074310,-8
2074981,-97
2075622,-97
2076324,-45
2076995,-45
2077789,4
2078399,-5
2079010,-5
2079620,0
2080291,-5
2081024,-5
2081634,-4
2082305,-4
2083007,0
2083557,-5
2084228,-5
2084899,-74
2085540,-190
2086181,-190
2086883,-127
2087585,-127
2088226,2
2088806,6
2089386,6
2089904,5
2090484,5
2091125,3
2091674,3
2092193,-13
2092926,-1
2093597,-1
2094207,-5
2094940,-5
2095550,-4
2096160,-38
2096801,-38
2097473,0
2098114,1
2098693,1
2099212,-4
2099884,-4
2100555,-3
2101226,-3
2101928,-6
2102600,-6
2103210,-6
2103912,-4
2104553,-28
2105194,-28
2105896,-44
2106536,-194
2107177,-194
2107940,6
2108551,6
2109100,-1
2109680,5
2110229,5
2110809,2
2111328,2
2111938,-1
2112548,-1
2113220,-4
2113922,-60
2114593,-60
2115295,-263
2116027,-212
2116638,-212
2117279,-15
2117950,-15
2118591,12
2119140,-1
2119934,-1
2120544,0
2121063,0
2121643,-2
2122314,4
2122924,4
2123474,-11
2124176,-11
2124939,-31
2125701,-209
2126403,-209
2127105,-41
2127838,-7
2128540,-7
2129150,-5
2129821,3
2130432,3
2131012,-10
2131622,-10
2132263,-3
2132965,13
2133545,13
2134063,-63
2134765,-63
2135467,-148
2136047,-108
2136779,-108
2137481,-99
2138183,15
2138763,15
2139312,-3
2140014,-3
2140655,1
2141174,1
2141723,-7
2142425,-1
2143066,-1
2143737,-2
2144378,-2
2145172,5
2145690,-34
2146331,-34
2147033,-3
2147644,-3
2148315,-3
2149017,9
2149566,9
2150238,1
2150940,11
2151489,11
2152130,5
2152679,5
2153228,-5
2154022,38
2154602,38
2155151,-332
2155944,-332
2156585,-63
2157287,-54
2157989,-54
2158722,7
2159240,-2
2159942,-2
2160675,1
2161163,1
2161682,-9
2162323,-2
2162994,-2
2163635,5
2164276,5
2164886,-59
2165557,-248
2166198,-248
2166961,-198
2167633,-15
2168243,-15
2168945,3
2169525,3
2170074,-3
2170745,-5
2171386,-5
2172180,-7
2172943,-13
2173553,-13
2174194,-6
2174865,-6
2175537,-15
2176239,6
2176788,6
2177398,-3
2178161,3
2178741,3
2179290,-2
2180023,-2
2180664,2
2181213,2
2181793,-14
2182434,-9
2183105,-9
2183807,-13
2184539,-57
2185211,-57
2185913,-210
2186554,-234
2187194,-234
2188018,-18
2188629,-1
2189331,-1
2189941,-9
2190612,-9
2191284,-7
2192016,-12
2192627,-12
2193328,1
2193908,0
2194488,0
2195098,-20
2195800,-20
2196472,-34
2197082,-118
2197815,-118
2198455,-2
2199035,-2
2199737,1
2200286,-1
2201019,-1
2201629,-2
2202240,1
2202880,1
2203430,12
2204010,12
2204559,-67
2205230,-67
2205963,-26
2206604,-149
2207275,-149
2207885,-16
2208557,-5
2209228,-5
2209869,-4
2210632,-4
2211303,-4
2211975,-8
2212738,-8
2213501,-10
2214202,-13
2214874,-215
2215484,-215
2216217,-146
2216888,-146
2217559,-4
2218231,0
2218902,0
2219543,-3
2220153,-5
2220794,-5
2221435,-2
2222107,-2
2222747,-4
2223449,3
2224029,3
2224639,-13
2225341,-13
2225982,-1
2226654,-12
2227295,-12
2228027,-6
2228668,-5
2229370,-5
2229950,-5
2230651,-5
2231384,11
2232025,7
2232574,7
2233123,6
2233673,6
2234283,-11
2235015,-37
2235656,-37
2236297,-106
2236877,-106
2237548,-38
2238189,-1
2238952,-1
2239685,-2
2240387,-4
2240966,-4
2241638,0
2242218,-2
2242889,-2
2243591,-4
2244201,-4
2244934,-3
2245544,-13
2246246,-13
2246887,-119
2247558,-13
2248230,-13
2248870,-5
2249511,-5
2250274,15
2250885,7
2251464,7
2251953,8
2252533,8
2253143,0
2253692,0
2254242,-11
2254943,-65
2255615,-65
2256225,-157
2256897,-157
2257568,-31
2258178,0
2258758,0
2259368,-3
2259979,-3
2260650,-2
2261291,-7
2261901,-7
2262603,-6
2263305,-21
2263916,-21
2264556,-48
2265197,-48
2265960,-101
2266632,-151
2267334,-151
2267974,-1
2268646,-3
2269317,-3
2269989,-3
2270782,-2
2271453,-2
2272094,12
2272735,-5
2273468,-5
2274200,-12
2275024,-3
2275665,-3
2276275,-1
2277038,-29
2277649,-29
2278320,-7
2279022,-7
2279724,0
2280334,-6
2281036,-6
2281707,-8
2282409,-7
2283081,-7
2283783,10
2284393,-17
2285095,-17
2285797,-219
2286407,-424
2287078,-424
2287750,10
2288330,10
2288909,21
2289428,21
2289978,1
2290527,1
2291137,1
2291687,0
2292236,0
2292816,8
2293426,8
2293975,-2
2294647,-2
2295288,-52
2295898,-77
2296539,-77
2297241,-12
2298004,2
2298645,2
2299163,-4
2299804,-4
2300476,-1
2301208,1
2301788,1
2302368,-10
2302948,-10
2303619,-4
2304321,-8
2304992,-8
2305786,-149
2306457,-29
2307190,-29
2308013,-1
2308654,-2
2309265,-2
2309906,-4
2310669,0
2311187,0
2311737,-5
2312378,-5
2312988,-7
2313629,-7
2314422,-18
2315124,-157
2315765,-157
2316497,-191
2317199,-125
2317932,-125
2318634,9
2319213,-4
2319946,-4
2320617,-1
2321258,-10
2322021,-10
2322631,-8
2323333,-4
2324035,-4
2324737,4
2325317,-14
2326019,-14
2326629,-10
2327331,-10
2328003,-10
2328704,-2
2329406,-2
2330108,3
2330688,-1
2331390,-1
2332122,0
2332672,10
2333282,10
2333862,37
2334411,37
2335022,-307
2335632,-307
2336242,-205
2336975,-18
2337585,-18
2338195,-3
2339019,5
2339569,5
2340118,1
2340728,1
2341308,-2
2341919,-2
2342590,0
2343139,0
2343658,0
2344177,0
2344726,-7
2345428,-1
2346099,-1
2346801,-17
2347412,-41
2348114,-41
2348785,0
2349395,0
2350036,5
2350647,5
2351165,5
2351745,-1
2352447,-1
2353149,-10
2353790,0
2354400,0
2354919,-74
2355560,-74
2356231,-84
2356872,-33
2357635,-33
2358306,7
2358856,7
2359436,1
2359954,1
2360534,-1
2361236,-4
2361938,-4
2362579,-2
2363189,-5
2364013,-5
2364746,-73
2365387,-156
2366180,-156
2366821,-157
2367462,-13
2368103,-13
2368682,3
2369232,3
2369812,2
2370422,2
2371032,15
2371551,15
2372161,-1
2372894,7
2373504,7
2374084,-15
2374786,8
2375305,8
2375885,-15
2376525,-15
2377136,-20
2377929,-7
2378601,-7
2379242,-3
2380004,-3
2380676,-3
2381286,-2
2382019,-2
2382659,-7
2383300,5
2383850,5
2384460,-103
2385131,-103
2385833,-126
2386474,-297
2387207,-297
2387970,-57
2388671,-10
2389373,-10
2389984,8
2390533,-5
2391235,-5
2391967,3
2392517,3
2393097,-6
2393768,-3
2394470,-3
2395050,-18
2395752,-18
2396392,-129
2397094,-119
2397796,-119
2398529,19
2399047,1
2399597,1
2400177,-4
2400940,-4
2401550,-5
2402160,-7
2402832,-7
2403472,-7
2404113,-7
2404754,-67
2405456,-168
2406066,-168
2406799,-198
2407440,1
2408020,1
2408538,-1
2409179,-1
2409881,0
2410430,0
2411041,3486
2411651,2165
2412262,2165
2412872,2040
2413482,2040
2414184,3020
2414703,3020
2415283,2965
2415771,3530
2416320,3530
2416900,2087
2417511,2087
2418121,0
2418640,0
2419250,-3
2419921,-3
2420562,2
2421081,-5
2421783,-5
2422424,-5
2423095,-5
2423767,5355
2424316,1617
2424926,1617
2425567,2177
2426086,2177
2426666,615
2427215,615
2427795,-1
2428436,7
2429016,7
2429565,-3
2430267,-3
2430969,13
2431579,-3
2432190,-3
2432922,5059
2433471,5059
2434021,1854
2434539,1854
2435089,2281
2435638,2281
2436279,1165
2436798,1165
2437378,-9
2437988,3
2438598,3
2439148,-1
2439819,-1
2440521,-2
2441162,-3
2441925,-3
2442657,720
2443328,4153
2443817,4153
2444458,1999
2445007,1999
2445556,2069
2446106,2069
2446655,-84
2447326,-29
2448028,-29
2448638,4
2449279,4
2449798,9
2450317,9
2450927,-1
2451568,3
2452087,3
2452636,5281
2453155,5281
2453674,1784
2454284,1784
2454803,2315
2455444,2315
2455993,779
2456573,779
2457122,-2
2457794,-2
2458496,0
2459167,0
2459686,0
2460296,-3
2460968,-3
2461670,-6
2462310,4324
2462860,4324
2463470,1866
2464141,1866
2464691,2059
2465301,1705
2465942,1705
2466522,-21
2467163,-21
2467804,-13
2468475,-10
2469207,-10
2469879,-4
2470520,5
2471099,5
2471649,2
2472290,2
2472869,5779
2473449,5779
2474029,2142
2474609,2142
2475189,2435
2475708,2435
2476257,31
2476806,-1
2477539,-1
2478180,-11
2478881,-11
2479522,6
2480072,2
2480651,2
2481231,-6
2481964,-6
2482605,4952
2483215,1755
2483825,1755
2484405,2233
2484924,2233
2485473,1071
2486175,1071
2486755,-20
2487457,4
2487976,4
2488617,-5
2489257,-5
2489898,-1
2490570,-1
2491211,-1
2491973,1776
2492584,3041
2493133,3041
2493682,2300
2494323,2300
2494934,2142
2495544,2142
2496124,-20
2496826,-60
2497467,-60
2498077,9
2498657,9
2499237,5
2499878,5
2500488,2
2501129,-4
2501800,-4
2502441,5417
2502990,5417
2503570,2043
2504089,2043
2504669,2587
2505279,316
2505859,316
2506530,-1
2507202,-1
2508026,-8
2508636,-1
2509368,-1
2510009,-2
2510650,-2
2511352,-2
2512024,5137
2512573,1887
2513092,1887
2513732,2523
2514373,2523
2515045,1207
2515564,1207
2516174,-11
2516937,-13
2517639,-13
2518310,-11
2518982,2
2519592,2
2520172,-1
2520935,2965
2521545,2965
2522064,2357
2522613,2357
2523162,2375
2523712,2375
2524322,2160
2524841,2160
2525390,-54
2526001,-54
2526702,-2
2527343,-74
2528015,-74
2528686,6
2529174,6
2529724,-2
2530456,12
2531036,12
2531585,5682
2532135,5682
2532684,2199
2533203,2199
2533783,2706
2534332,2706
2534912,222
2535553,222
2536071,2
2536651,2
2537231,-84
2537933,-8
2538574,-8
2539215,-2
2540039,-2
2540649,-2
2541320,5131
2541900,5131
2542450,1855
2542999,1855
2543548,2616
2544097,1061
2544647,1061
2545288,-62
2545959,-62
2546661,-57
2547332,-54
2547973,-54
2548645,3
2549133,3
2549682,5
2550293,5
2550842,4354
2551422,4354
2552032,2025
2552551,2599
2553192,2599
2553711,2037
2554260,2037
2554779,-38
2555450,-38
2556121,-4
2556854,3
2557403,3
2557922,4
2558532,4
2559082,-3
2559814,-3
2560455,0
2560974,5688
2561554,5688
2562133,2231
2562683,2231
2563201,2804
2563781,2804
2564331,98
2564910,98
2565460,-58
2566101,-58
2566742,-40
2567443,-54
2568115,-54
2568817,7
2569397,-1
2569976,-1
2570739,5403
2571319,5403
2571960,1937
2572540,2908
2573089,2908
2573669,1010
2574279,1010
2574859,0
2575500,0
2576141,-12
2576782,-31
2577484,-31
2578064,-11
2578765,-11
2579437,-3
2580139,4531
2580688,4531
2581237,1945
2581817,1945
2582397,2624
2583007,1914
2583557,1914
2584076,-16
2584808,-16
2585510,-41
2586212,-123
2586883,-123
2587555,-6
2588165,-6
2588806,-1
2589447,-6
2590087,-6
2590759,6094
2591369,6094
2591980,2443
2592651,2983
2593200,2983
2593719,-5
2594329,-5
2594909,-80
2595550,-80
2596160,-176
2596893,-99
2597534,-99
2598175,15
2598693,15
2599243,7
2599823,7
2600463,5446
2601043,2016
2601593,2016
2602203,2869
2602783,2869
2603332,836
2603942,836
2604644,0
2605194,-25
2605926,-25
2606597,-2
2607208,0
2607788,0
2608368,0
2608917,0
2609527,4785
2610076,4785
2610656,1997
2611236,1997
2611877,2784
2612457,2784
2613006,1826
2613555,2
2614166,2
2614746,-56
2615387,-56
2616058,-92
2616760,-71
2617401,-71
2618072,-3
2618805,1446
2619415,1446
2620025,3414
2620544,3414
2621093,2483
2621673,2483
2622284,2704
2622863,2704
2623504,-9
2624206,0
2624816,0
2625396,-51
2626007,-51
2626678,-176
2627319,-32
2627990,-32
2628692,11
2629242,11
2629852,5647
2630432,2173
2631012,2173
2631652,3103
2632141,3103
2632690,523
2633300,523
2633941,-8
2634552,-58
2635253,-58
2635925,-104
2636566,-104
2637207,-9
2637939,-2
2638641,-2
2639282,5117
2639892,1905
2640564,1905
2641082,2832
2641693,2832
2642242,1468
2642883,1468
2643493,6
2644134,-17
2644867,-17
2645538,-29
2646179,-103
2646881,-103
2647491,-58
2648223,4223
2648956,4223
2649566,2045
2650116,2045
2650665,2608
2651275,2608
2651794,2474
2652404,2474
2653015,-2
2653656,1
2654174,1
2654754,-1
2655395,-1
2656097,-34
2656799,-3
2657440,-3
2658111,1
2658783,5772
2659332,5772
2659942,2249
2660583,2249
2661132,2980
2661712,2980
2662323,277
2662841,277
2663452,-13
2664062,1
2664642,1
2665222,-124
2666046,-124
2666656,-212
2667327,-31
2667999,-31
2668701,5207
2669311,1906
2669952,1906
2670532,2980
2671112,2980
2671661,1390
2672271,1390
2672882,-3
2673523,-16
2674163,-16
2674865,-1
2675537,-1
2676208,-75
2676910,-56
2677551,-56
2678161,4397
2678741,1860
2679290,1860
2679901,2548
2680542,2548
